geo,ref_date,age_band,unemployment_rate,employment_rate,participation_rate,age_group_raw,note
Manitoba,2013-05,Youth (15-24),10.9,63.0,70.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-06,All (15+),5.5,65.2,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-06,Core (25-54),4.5,83.7,87.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-06,Older (55+),4.4,38.2,39.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-06,Youth (15-24),10.7,63.2,70.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-07,All (15+),5.5,65.0,68.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-07,Core (25-54),4.2,83.7,87.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-07,Older (55+),4.4,38.4,40.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-07,Youth (15-24),11.8,62.0,70.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-08,All (15+),5.3,64.8,68.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-08,Core (25-54),4.3,83.4,87.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-08,Older (55+),4.3,38.5,40.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-08,Youth (15-24),10.2,61.7,68.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-09,All (15+),5.6,65.0,68.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-09,Core (25-54),4.4,83.1,86.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-09,Older (55+),4.6,38.7,40.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-09,Youth (15-24),11.0,62.8,70.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-10,All (15+),5.7,64.5,68.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-10,Core (25-54),4.5,83.2,87.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-10,Older (55+),5.5,37.9,40.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-10,Youth (15-24),10.5,61.5,68.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-11,All (15+),6.1,64.3,68.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-11,Core (25-54),5.1,82.7,87.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-11,Older (55+),5.5,38.0,40.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-11,Youth (15-24),10.3,61.8,69.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-12,All (15+),5.6,64.5,68.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-12,Core (25-54),4.9,82.8,87.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-12,Older (55+),3.6,38.6,40.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-12,Youth (15-24),10.6,61.6,68.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-01,All (15+),5.5,64.6,68.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-01,Core (25-54),4.9,83.3,87.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-01,Older (55+),3.6,38.1,39.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-01,Youth (15-24),9.8,61.9,68.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-02,All (15+),5.5,64.6,68.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-02,Core (25-54),4.7,83.9,88.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-02,Older (55+),4.2,37.9,39.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-02,Youth (15-24),9.9,60.6,67.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-03,All (15+),5.6,64.3,68.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-03,Core (25-54),4.5,83.4,87.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-03,Older (55+),4.5,37.8,39.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-03,Youth (15-24),11.3,60.1,67.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-04,All (15+),5.8,64.2,68.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-04,Core (25-54),4.1,83.6,87.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-04,Older (55+),5.1,37.8,39.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-04,Youth (15-24),12.7,59.2,67.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-05,All (15+),5.6,64.2,68.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-05,Core (25-54),4.7,83.0,87.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-05,Older (55+),4.5,37.7,39.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-05,Youth (15-24),10.3,61.4,68.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-06,All (15+),5.4,64.5,68.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-06,Core (25-54),4.3,83.1,86.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-06,Older (55+),5.1,37.5,39.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-06,Youth (15-24),9.7,63.1,69.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-07,All (15+),5.4,64.4,68.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-07,Core (25-54),4.6,83.4,87.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-07,Older (55+),3.9,37.2,38.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-07,Youth (15-24),10.2,62.1,69.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-08,All (15+),5.7,64.3,68.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-08,Core (25-54),4.7,83.6,87.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-08,Older (55+),3.9,36.9,38.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-08,Youth (15-24),11.5,61.7,69.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-09,All (15+),5.6,64.3,68.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-09,Core (25-54),4.2,84.1,87.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-09,Older (55+),5.0,36.2,38.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-09,Youth (15-24),11.6,61.5,69.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-10,All (15+),5.4,64.8,68.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-10,Core (25-54),4.4,84.5,88.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-10,Older (55+),4.1,36.9,38.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-10,Youth (15-24),10.9,62.4,70.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-11,All (15+),5.1,64.9,68.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-11,Core (25-54),3.9,84.5,88.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-11,Older (55+),4.2,37.1,38.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-11,Youth (15-24),10.7,62.5,70.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-12,All (15+),5.6,64.9,68.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-12,Core (25-54),4.2,84.8,88.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-12,Older (55+),4.8,37.0,38.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2014-12,Youth (15-24),11.7,61.7,69.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-01,All (15+),6.0,64.9,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-01,Core (25-54),4.7,84.5,88.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-01,Older (55+),5.2,37.4,39.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-01,Youth (15-24),11.6,62.0,70.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-02,All (15+),5.5,64.8,68.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-02,Core (25-54),4.3,84.0,87.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-02,Older (55+),4.5,38.3,40.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-02,Youth (15-24),11.1,61.4,69.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-03,All (15+),5.3,65.4,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-03,Core (25-54),4.4,84.5,88.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-03,Older (55+),3.7,38.8,40.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-03,Youth (15-24),10.5,62.1,69.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-04,All (15+),5.4,65.2,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-04,Core (25-54),4.4,84.2,88.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-04,Older (55+),3.6,39.6,41.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-04,Youth (15-24),11.6,60.7,68.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-05,All (15+),5.7,64.9,68.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-05,Core (25-54),4.8,84.0,88.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-05,Older (55+),3.6,39.1,40.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-05,Youth (15-24),11.7,60.3,68.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-06,All (15+),5.2,65.0,68.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-06,Core (25-54),4.3,84.1,87.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-06,Older (55+),3.5,39.6,41.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-06,Youth (15-24),10.7,60.1,67.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-07,All (15+),5.8,64.4,68.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-07,Core (25-54),5.2,82.6,87.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-07,Older (55+),3.6,39.8,41.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-07,Youth (15-24),10.8,60.2,67.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-08,All (15+),6.0,64.5,68.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-08,Core (25-54),5.2,82.9,87.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-08,Older (55+),4.3,39.7,41.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-08,Youth (15-24),11.4,60.4,68.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-09,All (15+),5.7,64.9,68.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-09,Core (25-54),5.2,83.6,88.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-09,Older (55+),3.5,39.9,41.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-09,Youth (15-24),10.6,60.4,67.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-10,All (15+),5.5,64.9,68.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-10,Core (25-54),4.8,83.3,87.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-10,Older (55+),3.0,40.3,41.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-10,Youth (15-24),11.5,60.5,68.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-11,All (15+),6.1,64.7,68.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-11,Core (25-54),5.3,82.8,87.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-11,Older (55+),3.9,40.3,41.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-11,Youth (15-24),11.7,60.5,68.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-12,All (15+),5.9,64.3,68.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-12,Core (25-54),4.9,83.0,87.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-12,Older (55+),4.2,39.6,41.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2015-12,Youth (15-24),11.9,59.6,67.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2016-01,All (15+),6.1,63.6,67.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2016-01,Core (25-54),5.3,82.0,86.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2016-01,Older (55+),3.9,39.1,40.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2016-01,Youth (15-24),12.2,59.0,67.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2016-02,All (15+),5.9,64.0,68.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2016-02,Core (25-54),4.9,82.7,86.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2016-02,Older (55+),4.6,39.2,41.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
